i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	oko0	oko1
-0.111	0.167	-0.500	-0.778	-0.167	0.611	-0.500	0.000	-0.611	0.833	1	0
0.167	-0.500	-0.778	-0.167	0.611	-0.500	0.000	-0.611	0.833	0.333	0	1
-0.500	-0.778	-0.167	0.611	-0.500	0.000	-0.611	0.833	0.333	-0.667	1	0
-0.778	-0.167	0.611	-0.500	0.000	-0.611	0.833	0.333	-0.667	0.278	1	0
-0.167	0.611	-0.500	0.000	-0.611	0.833	0.333	-0.667	0.278	0.389	1	0
0.611	-0.500	0.000	-0.611	0.833	0.333	-0.667	0.278	0.389	-0.500	1	0
-0.500	0.000	-0.611	0.833	0.333	-0.667	0.278	0.389	-0.500	-0.278	1	0
0.000	-0.611	0.833	0.333	-0.667	0.278	0.389	-0.500	-0.278	-0.389	1	0
-0.611	0.833	0.333	-0.667	0.278	0.389	-0.500	-0.278	-0.389	-0.389	1	0
0.833	0.333	-0.667	0.278	0.389	-0.500	-0.278	-0.389	-0.389	-0.333	1	0
0.333	-0.667	0.278	0.389	-0.500	-0.278	-0.389	-0.389	-0.333	-0.222	0	1
-0.667	0.278	0.389	-0.500	-0.278	-0.389	-0.389	-0.333	-0.222	-0.889	1	0
0.278	0.389	-0.500	-0.278	-0.389	-0.389	-0.333	-0.222	-0.889	0.389	0	1
0.389	-0.500	-0.278	-0.389	-0.389	-0.333	-0.222	-0.889	0.389	-0.722	0	1
-0.500	-0.278	-0.389	-0.389	-0.333	-0.222	-0.889	0.389	-0.722	-0.556	1	0
-0.278	-0.389	-0.389	-0.333	-0.222	-0.889	0.389	-0.722	-0.556	0.444	0	1
-0.389	-0.389	-0.333	-0.222	-0.889	0.389	-0.722	-0.556	0.444	-0.611	1	0
-0.389	-0.333	-0.222	-0.889	0.389	-0.722	-0.556	0.444	-0.611	0.278	0	1
-0.333	-0.222	-0.889	0.389	-0.722	-0.556	0.444	-0.611	0.278	0.944	0	1
-0.222	-0.889	0.389	-0.722	-0.556	0.444	-0.611	0.278	0.944	0.778	1	0
-0.889	0.389	-0.722	-0.556	0.444	-0.611	0.278	0.944	0.778	0.167	1	0
0.389	-0.722	-0.556	0.444	-0.611	0.278	0.944	0.778	0.167	-0.167	1	0
-0.722	-0.556	0.444	-0.611	0.278	0.944	0.778	0.167	-0.167	-0.389	1	0
-0.556	0.444	-0.611	0.278	0.944	0.778	0.167	-0.167	-0.389	-0.056	1	0
0.444	-0.611	0.278	0.944	0.778	0.167	-0.167	-0.389	-0.056	0.222	0	1
-0.611	0.278	0.944	0.778	0.167	-0.167	-0.389	-0.056	0.222	-0.556	0	1
0.278	0.944	0.778	0.167	-0.167	-0.389	-0.056	0.222	-0.556	-0.556	0	1
0.944	0.778	0.167	-0.167	-0.389	-0.056	0.222	-0.556	-0.556	0.667	0	1
0.778	0.167	-0.167	-0.389	-0.056	0.222	-0.556	-0.556	0.667	-0.611	0	1
0.167	-0.167	-0.389	-0.056	0.222	-0.556	-0.556	0.667	-0.611	-0.611	0	1
-0.167	-0.389	-0.056	0.222	-0.556	-0.556	0.667	-0.611	-0.611	-0.222	1	0
-0.389	-0.056	0.222	-0.556	-0.556	0.667	-0.611	-0.611	-0.222	-0.500	1	0
-0.056	0.222	-0.556	-0.556	0.667	-0.611	-0.611	-0.222	-0.500	1.000	1	0
0.222	-0.556	-0.556	0.667	-0.611	-0.611	-0.222	-0.500	1.000	0.556	0	1
-0.556	-0.556	0.667	-0.611	-0.611	-0.222	-0.500	1.000	0.556	-1.000	1	0
-0.556	0.667	-0.611	-0.611	-0.222	-0.500	1.000	0.556	-1.000	0.889	1	0
0.667	-0.611	-0.611	-0.222	-0.500	1.000	0.556	-1.000	0.889	0.167	0	1
-0.611	-0.611	-0.222	-0.500	1.000	0.556	-1.000	0.889	0.167	-0.667	0	1
-0.611	-0.222	-0.500	1.000	0.556	-1.000	0.889	0.167	-0.667	0.556	1	0
-0.222	-0.500	1.000	0.556	-1.000	0.889	0.167	-0.667	0.556	0.056	0	1
-0.500	1.000	0.556	-1.000	0.889	0.167	-0.667	0.556	0.056	0.889	1	0
1.000	0.556	-1.000	0.889	0.167	-0.667	0.556	0.056	0.889	0.111	1	0
0.556	-1.000	0.889	0.167	-0.667	0.556	0.056	0.889	0.111	-0.111	1	0
-1.000	0.889	0.167	-0.667	0.556	0.056	0.889	0.111	-0.111	0.278	1	0
0.889	0.167	-0.667	0.556	0.056	0.889	0.111	-0.111	0.278	-0.501	0	0
0.167	-0.667	0.556	0.056	0.889	0.111	-0.111	0.278	-0.500	-0.778	1	0
-0.667	0.556	0.056	0.889	0.111	-0.111	0.278	-0.500	-0.778	-0.111	0	1
0.556	0.056	0.889	0.111	-0.111	0.278	-0.500	-0.778	-0.111	0.833	1	0
0.056	0.889	0.111	-0.111	0.278	-0.500	-0.778	-0.111	0.833	-0.056	0	1
0.889	0.111	-0.111	0.278	-0.500	-0.778	-0.111	0.833	-0.056	0.889	1	0
0.111	-0.111	0.278	-0.500	-0.778	-0.111	0.833	-0.056	0.889	0.278	0	1
-0.111	0.278	-0.500	-0.778	-0.111	0.833	-0.056	0.889	0.278	0.667	0	1
0.278	-0.500	-0.778	-0.111	0.833	-0.056	0.889	0.278	0.667	0.667	0	1
-0.500	-0.778	-0.111	0.833	-0.056	0.889	0.278	0.667	0.667	-1.000	1	0
-0.778	-0.111	0.833	-0.056	0.889	0.278	0.667	0.667	-1.000	0.389	1	0
-0.111	0.833	-0.056	0.889	0.278	0.667	0.667	-1.000	0.389	0.056	1	0
0.833	-0.056	0.889	0.278	0.667	0.667	-1.000	0.389	0.056	0.444	1	0
-0.056	0.889	0.278	0.667	0.667	-1.000	0.389	0.056	0.444	0.111	1	0
0.889	0.278	0.667	0.667	-1.000	0.389	0.056	0.444	0.111	-0.111	1	0
0.278	0.667	0.667	-1.000	0.389	0.056	0.444	0.111	-0.111	0.111	1	0
0.667	0.667	-1.000	0.389	0.056	0.444	0.111	-0.111	0.111	0.278	1	0
0.667	-1.000	0.389	0.056	0.444	0.111	-0.111	0.111	0.278	-0.167	1	0
-1.000	0.389	0.056	0.444	0.111	-0.111	0.111	0.278	-0.167	-0.501	0	0
0.389	0.056	0.444	0.111	-0.111	0.111	0.278	-0.167	-0.500	-0.778	1	0
0.056	0.444	0.111	-0.111	0.111	0.278	-0.167	-0.500	-0.778	0.444	0	1
0.444	0.111	-0.111	0.111	0.278	-0.167	-0.500	-0.778	0.444	-0.556	0	1
0.111	-0.111	0.111	0.278	-0.167	-0.500	-0.778	0.444	-0.556	-0.889	0	1
-0.111	0.111	0.278	-0.167	-0.500	-0.778	0.444	-0.556	-0.889	-0.722	1	0
0.111	0.278	-0.167	-0.500	-0.778	0.444	-0.556	-0.889	-0.722	-0.056	0	1
0.278	-0.167	-0.500	-0.778	0.444	-0.556	-0.889	-0.722	-0.056	0.889	1	0
-0.167	-0.500	-0.778	0.444	-0.556	-0.889	-0.722	-0.056	0.889	0.444	1	0
-0.500	-0.778	0.444	-0.556	-0.889	-0.722	-0.056	0.889	0.444	-0.444	1	0
-0.778	0.444	-0.556	-0.889	-0.722	-0.056	0.889	0.444	-0.444	0.444	0	1
0.444	-0.556	-0.889	-0.722	-0.056	0.889	0.444	-0.444	0.444	-0.944	1	0
-0.556	-0.889	-0.722	-0.056	0.889	0.444	-0.444	0.444	-0.944	0.111	0	1
-0.889	-0.722	-0.056	0.889	0.444	-0.444	0.444	-0.944	0.111	-0.333	0	1
-0.722	-0.056	0.889	0.444	-0.444	0.444	-0.944	0.111	-0.333	0.833	0	1
-0.056	0.889	0.444	-0.444	0.444	-0.944	0.111	-0.333	0.833	-0.722	1	0
0.889	0.444	-0.444	0.444	-0.944	0.111	-0.333	0.833	-0.722	0.167	0	1
0.444	-0.444	0.444	-0.944	0.111	-0.333	0.833	-0.722	0.167	0.611	1	0
-0.444	0.444	-0.944	0.111	-0.333	0.833	-0.722	0.167	0.611	0.389	1	0
0.444	-0.944	0.111	-0.333	0.833	-0.722	0.167	0.611	0.389	0.167	1	0
-0.944	0.111	-0.333	0.833	-0.722	0.167	0.611	0.389	0.167	0.389	1	0
0.111	-0.333	0.833	-0.722	0.167	0.611	0.389	0.167	0.389	-0.167	1	0
-0.333	0.833	-0.722	0.167	0.611	0.389	0.167	0.389	-0.167	0.389	1	0
0.833	-0.722	0.167	0.611	0.389	0.167	0.389	-0.167	0.389	-0.167	0	1
-0.722	0.167	0.611	0.389	0.167	0.389	-0.167	0.389	-0.167	-0.944	0	1
0.167	0.611	0.389	0.167	0.389	-0.167	0.389	-0.167	-0.944	-0.778	0	1
0.611	0.389	0.167	0.389	-0.167	0.389	-0.167	-0.944	-0.778	-0.944	0	1
0.389	0.167	0.389	-0.167	0.389	-0.167	-0.944	-0.778	-0.944	0.778	1	0
0.167	0.389	-0.167	0.389	-0.167	-0.944	-0.778	-0.944	0.778	0.389	1	0
0.389	-0.167	0.389	-0.167	-0.944	-0.778	-0.944	0.778	0.389	-0.056	1	0
-0.167	0.389	-0.167	-0.944	-0.778	-0.944	0.778	0.389	-0.056	-0.444	0	1
0.389	-0.167	-0.944	-0.778	-0.944	0.778	0.389	-0.056	-0.444	-0.722	1	0
-0.167	-0.944	-0.778	-0.944	0.778	0.389	-0.056	-0.444	-0.722	0.000	1	0
-0.944	-0.778	-0.944	0.778	0.389	-0.056	-0.444	-0.722	0.000	0.944	1	0
-0.778	-0.944	0.778	0.389	-0.056	-0.444	-0.722	0.000	0.944	0.222	0	1
-0.944	0.778	0.389	-0.056	-0.444	-0.722	0.000	0.944	0.222	-0.556	1	0
0.778	0.389	-0.056	-0.444	-0.722	0.000	0.944	0.222	-0.556	0.111	0	1
0.389	-0.056	-0.444	-0.722	0.000	0.944	0.222	-0.556	0.111	-0.667	0	1
-0.056	-0.444	-0.722	0.000	0.944	0.222	-0.556	0.111	-0.667	0.722	1	0
-0.444	-0.722	0.000	0.944	0.222	-0.556	0.111	-0.667	0.722	0.167	1	0
-0.722	0.000	0.944	0.222	-0.556	0.111	-0.667	0.722	0.167	-0.222	0	1
0.000	0.944	0.222	-0.556	0.111	-0.667	0.722	0.167	-0.222	-0.722	1	0
0.944	0.222	-0.556	0.111	-0.667	0.722	0.167	-0.222	-0.722	-0.222	0	1
0.222	-0.556	0.111	-0.667	0.722	0.167	-0.222	-0.722	-0.222	-0.722	1	0
-0.556	0.111	-0.667	0.722	0.167	-0.222	-0.722	-0.222	-0.722	0.000	1	0
0.111	-0.667	0.722	0.167	-0.222	-0.722	-0.222	-0.722	0.000	-0.111	1	0
-0.667	0.722	0.167	-0.222	-0.722	-0.222	-0.722	0.000	-0.111	0.389	0	1
0.722	0.167	-0.222	-0.722	-0.222	-0.722	0.000	-0.111	0.389	0.611	0	1
0.167	-0.222	-0.722	-0.222	-0.722	0.000	-0.111	0.389	0.611	0.833	1	0
-0.222	-0.722	-0.222	-0.722	0.000	-0.111	0.389	0.611	0.833	0.000	1	0
-0.722	-0.222	-0.722	0.000	-0.111	0.389	0.611	0.833	0.000	-0.222	1	0
-0.222	-0.722	0.000	-0.111	0.389	0.611	0.833	0.000	-0.222	0.000	1	0
-0.722	0.000	-0.111	0.389	0.611	0.833	0.000	-0.222	0.000	-0.944	0	1
0.000	-0.111	0.389	0.611	0.833	0.000	-0.222	0.000	-0.944	-1.000	1	0
-0.111	0.389	0.611	0.833	0.000	-0.222	0.000	-0.944	-1.000	0.278	0	1
0.389	0.611	0.833	0.000	-0.222	0.000	-0.944	-1.000	0.278	0.611	0	1
0.611	0.833	0.000	-0.222	0.000	-0.944	-1.000	0.278	0.611	0.889	0	1
0.833	0.000	-0.222	0.000	-0.944	-1.000	0.278	0.611	0.889	-0.556	0	1
0.000	-0.222	0.000	-0.944	-1.000	0.278	0.611	0.889	-0.556	-0.722	1	0
-0.222	0.000	-0.944	-1.000	0.278	0.611	0.889	-0.556	-0.722	-0.333	0	1
0.000	-0.944	-1.000	0.278	0.611	0.889	-0.556	-0.722	-0.333	0.667	0	1
-0.944	-1.000	0.278	0.611	0.889	-0.556	-0.722	-0.333	0.667	-0.889	0	1
-1.000	0.278	0.611	0.889	-0.556	-0.722	-0.333	0.667	-0.889	-1.000	1	0
0.278	0.611	0.889	-0.556	-0.722	-0.333	0.667	-0.889	-1.000	-0.222	1	0
0.611	0.889	-0.556	-0.722	-0.333	0.667	-0.889	-1.000	-0.222	-0.500	1	0
0.889	-0.556	-0.722	-0.333	0.667	-0.889	-1.000	-0.222	-0.500	0.389	1	0
-0.556	-0.722	-0.333	0.667	-0.889	-1.000	-0.222	-0.500	0.389	-0.056	1	0
-0.722	-0.333	0.667	-0.889	-1.000	-0.222	-0.500	0.389	-0.056	0.111	0	1
-0.333	0.667	-0.889	-1.000	-0.222	-0.500	0.389	-0.056	0.111	-0.389	1	0
0.667	-0.889	-1.000	-0.222	-0.500	0.389	-0.056	0.111	-0.389	0.333	0	1
-0.889	-1.000	-0.222	-0.500	0.389	-0.056	0.111	-0.389	0.333	-0.778	1	0
-1.000	-0.222	-0.500	0.389	-0.056	0.111	-0.389	0.333	-0.778	-0.056	0	1
-0.222	-0.500	0.389	-0.056	0.111	-0.389	0.333	-0.778	-0.056	0.556	1	0
-0.500	0.389	-0.056	0.111	-0.389	0.333	-0.778	-0.056	0.556	-0.222	1	0
0.389	-0.056	0.111	-0.389	0.333	-0.778	-0.056	0.556	-0.222	-0.444	1	0
-0.056	0.111	-0.389	0.333	-0.778	-0.056	0.556	-0.222	-0.444	0.000	1	0
0.111	-0.389	0.333	-0.778	-0.056	0.556	-0.222	-0.444	0.000	-0.056	1	0
-0.389	0.333	-0.778	-0.056	0.556	-0.222	-0.444	0.000	-0.056	-0.501	0	0
0.333	-0.778	-0.056	0.556	-0.222	-0.444	0.000	-0.056	-0.500	-0.611	1	0
-0.778	-0.056	0.556	-0.222	-0.444	0.000	-0.056	-0.500	-0.611	0.444	1	0
-0.056	0.556	-0.222	-0.444	0.000	-0.056	-0.500	-0.611	0.444	0.000	1	0
0.556	-0.222	-0.444	0.000	-0.056	-0.500	-0.611	0.444	0.000	0.778	1	0
-0.222	-0.444	0.000	-0.056	-0.500	-0.611	0.444	0.000	0.778	0.444	0	1
-0.444	0.000	-0.056	-0.500	-0.611	0.444	0.000	0.778	0.444	0.889	0	1
0.000	-0.056	-0.500	-0.611	0.444	0.000	0.778	0.444	0.889	0.944	1	0
-0.056	-0.500	-0.611	0.444	0.000	0.778	0.444	0.889	0.944	-0.222	1	0
-0.500	-0.611	0.444	0.000	0.778	0.444	0.889	0.944	-0.222	0.444	1	0
-0.611	0.444	0.000	0.778	0.444	0.889	0.944	-0.222	0.444	-0.278	1	0
0.444	0.000	0.778	0.444	0.889	0.944	-0.222	0.444	-0.278	0.333	0	1
0.000	0.778	0.444	0.889	0.944	-0.222	0.444	-0.278	0.333	1.001	0	0
0.778	0.444	0.889	0.944	-0.222	0.444	-0.278	0.333	1.000	-0.556	1	0
0.444	0.889	0.944	-0.222	0.444	-0.278	0.333	1.000	-0.556	0.000	1	0
0.889	0.944	-0.222	0.444	-0.278	0.333	1.000	-0.556	0.000	0.944	1	0
0.944	-0.222	0.444	-0.278	0.333	1.000	-0.556	0.000	0.944	0.278	0	1
-0.222	0.444	-0.278	0.333	1.000	-0.556	0.000	0.944	0.278	0.944	0	1
0.444	-0.278	0.333	1.000	-0.556	0.000	0.944	0.278	0.944	0.667	1	0
-0.278	0.333	1.000	-0.556	0.000	0.944	0.278	0.944	0.667	-0.333	0	1
0.333	1.000	-0.556	0.000	0.944	0.278	0.944	0.667	-0.333	0.667	1	0
1.000	-0.556	0.000	0.944	0.278	0.944	0.667	-0.333	0.667	0.111	1	0
-0.556	0.000	0.944	0.278	0.944	0.667	-0.333	0.667	0.111	0.389	0	1
0.000	0.944	0.278	0.944	0.667	-0.333	0.667	0.111	0.389	-0.778	0	1
0.944	0.278	0.944	0.667	-0.333	0.667	0.111	0.389	-0.778	1.000	1	0
0.278	0.944	0.667	-0.333	0.667	0.111	0.389	-0.778	1.000	-1.000	1	0
0.944	0.667	-0.333	0.667	0.111	0.389	-0.778	1.000	-1.000	0.278	1	0
0.667	-0.333	0.667	0.111	0.389	-0.778	1.000	-1.000	0.278	0.001	0	0
-0.333	0.667	0.111	0.389	-0.778	1.000	-1.000	0.278	0.000	-0.833	0	1
0.667	0.111	0.389	-0.778	1.000	-1.000	0.278	0.000	-0.833	-1.000	1	0
0.111	0.389	-0.778	1.000	-1.000	0.278	0.000	-0.833	-1.000	-0.389	0	1
0.389	-0.778	1.000	-1.000	0.278	0.000	-0.833	-1.000	-0.389	0.667	1	0
-0.778	1.000	-1.000	0.278	0.000	-0.833	-1.000	-0.389	0.667	-0.111	1	0
1.000	-1.000	0.278	0.000	-0.833	-1.000	-0.389	0.667	-0.111	0.056	0	1
-1.000	0.278	0.000	-0.833	-1.000	-0.389	0.667	-0.111	0.056	-0.611	0	1
0.278	0.000	-0.833	-1.000	-0.389	0.667	-0.111	0.056	-0.611	0.722	0	1
0.000	-0.833	-1.000	-0.389	0.667	-0.111	0.056	-0.611	0.722	-0.611	0	1
-0.833	-1.000	-0.389	0.667	-0.111	0.056	-0.611	0.722	-0.611	1.001	0	0
-1.000	-0.389	0.667	-0.111	0.056	-0.611	0.722	-0.611	1.000	-0.667	1	0
-0.389	0.667	-0.111	0.056	-0.611	0.722	-0.611	1.000	-0.667	0.111	0	1
0.667	-0.111	0.056	-0.611	0.722	-0.611	1.000	-0.667	0.111	0.889	1	0
-0.111	0.056	-0.611	0.722	-0.611	1.000	-0.667	0.111	0.889	0.111	1	0
0.056	-0.611	0.722	-0.611	1.000	-0.667	0.111	0.889	0.111	0.444	1	0
-0.611	0.722	-0.611	1.000	-0.667	0.111	0.889	0.111	0.444	0.389	1	0
0.722	-0.611	1.000	-0.667	0.111	0.889	0.111	0.444	0.389	0.056	1	0
-0.611	1.000	-0.667	0.111	0.889	0.111	0.444	0.389	0.056	-0.056	0	1
1.000	-0.667	0.111	0.889	0.111	0.444	0.389	0.056	-0.056	0.833	1	0
-0.667	0.111	0.889	0.111	0.444	0.389	0.056	-0.056	0.833	0.167	1	0
0.111	0.889	0.111	0.444	0.389	0.056	-0.056	0.833	0.167	-0.444	1	0
0.889	0.111	0.444	0.389	0.056	-0.056	0.833	0.167	-0.444	-0.333	0	1
0.111	0.444	0.389	0.056	-0.056	0.833	0.167	-0.444	-0.333	0.611	1	0
0.444	0.389	0.056	-0.056	0.833	0.167	-0.444	-0.333	0.611	0.389	0	1
0.389	0.056	-0.056	0.833	0.167	-0.444	-0.333	0.611	0.389	0.556	1	0
0.056	-0.056	0.833	0.167	-0.444	-0.333	0.611	0.389	0.556	-0.444	1	0
-0.056	0.833	0.167	-0.444	-0.333	0.611	0.389	0.556	-0.444	0.333	1	0
0.833	0.167	-0.444	-0.333	0.611	0.389	0.556	-0.444	0.333	-0.111	0	1
0.167	-0.444	-0.333	0.611	0.389	0.556	-0.444	0.333	-0.111	-0.389	1	0
-0.444	-0.333	0.611	0.389	0.556	-0.444	0.333	-0.111	-0.389	-0.056	0	1
-0.333	0.611	0.389	0.556	-0.444	0.333	-0.111	-0.389	-0.056	0.889	1	0
0.611	0.389	0.556	-0.444	0.333	-0.111	-0.389	-0.056	0.889	0.444	1	0
0.389	0.556	-0.444	0.333	-0.111	-0.389	-0.056	0.889	0.444	0.167	1	0
0.556	-0.444	0.333	-0.111	-0.389	-0.056	0.889	0.444	0.167	0.389	0	1
-0.444	0.333	-0.111	-0.389	-0.056	0.889	0.444	0.167	0.389	-1.000	1	0
0.333	-0.111	-0.389	-0.056	0.889	0.444	0.167	0.389	-1.000	0.833	0	1
-0.111	-0.389	-0.056	0.889	0.444	0.167	0.389	-1.000	0.833	-0.889	1	0
-0.389	-0.056	0.889	0.444	0.167	0.389	-1.000	0.833	-0.889	0.389	0	1
-0.056	0.889	0.444	0.167	0.389	-1.000	0.833	-0.889	0.389	-0.944	0	1
0.889	0.444	0.167	0.389	-1.000	0.833	-0.889	0.389	-0.944	0.778	1	0
0.444	0.167	0.389	-1.000	0.833	-0.889	0.389	-0.944	0.778	-0.333	1	0
0.167	0.389	-1.000	0.833	-0.889	0.389	-0.944	0.778	-0.333	0.167	0	1
0.389	-1.000	0.833	-0.889	0.389	-0.944	0.778	-0.333	0.167	0.722	1	0
-1.000	0.833	-0.889	0.389	-0.944	0.778	-0.333	0.167	0.722	0.333	0	1
0.833	-0.889	0.389	-0.944	0.778	-0.333	0.167	0.722	0.333	-0.889	1	0
-0.889	0.389	-0.944	0.778	-0.333	0.167	0.722	0.333	-0.889	-0.333	0	1
0.389	-0.944	0.778	-0.333	0.167	0.722	0.333	-0.889	-0.333	-0.667	0	1
-0.944	0.778	-0.333	0.167	0.722	0.333	-0.889	-0.333	-0.667	0.556	1	0
0.778	-0.333	0.167	0.722	0.333	-0.889	-0.333	-0.667	0.556	-0.444	1	0
-0.333	0.167	0.722	0.333	-0.889	-0.333	-0.667	0.556	-0.444	-0.167	0	1
0.167	0.722	0.333	-0.889	-0.333	-0.667	0.556	-0.444	-0.167	-0.611	0	1
0.722	0.333	-0.889	-0.333	-0.667	0.556	-0.444	-0.167	-0.611	-0.722	0	1
0.333	-0.889	-0.333	-0.667	0.556	-0.444	-0.167	-0.611	-0.722	-0.556	1	0
-0.889	-0.333	-0.667	0.556	-0.444	-0.167	-0.611	-0.722	-0.556	0.222	1	0
-0.333	-0.667	0.556	-0.444	-0.167	-0.611	-0.722	-0.556	0.222	0.167	1	0
-0.667	0.556	-0.444	-0.167	-0.611	-0.722	-0.556	0.222	0.167	-0.500	1	0
0.556	-0.444	-0.167	-0.611	-0.722	-0.556	0.222	0.167	-0.500	1.000	1	0
-0.444	-0.167	-0.611	-0.722	-0.556	0.222	0.167	-0.500	1.000	0.000	1	0
-0.167	-0.611	-0.722	-0.556	0.222	0.167	-0.500	1.000	0.000	-0.056	1	0
-0.611	-0.722	-0.556	0.222	0.167	-0.500	1.000	0.000	-0.056	0.056	0	1
-0.722	-0.556	0.222	0.167	-0.500	1.000	0.000	-0.056	0.056	-0.667	0	1
-0.556	0.222	0.167	-0.500	1.000	0.000	-0.056	0.056	-0.667	0.889	0	1
0.222	0.167	-0.500	1.000	0.000	-0.056	0.056	-0.667	0.889	-1.000	1	0
0.167	-0.500	1.000	0.000	-0.056	0.056	-0.667	0.889	-1.000	-0.889	0	1
-0.500	1.000	0.000	-0.056	0.056	-0.667	0.889	-1.000	-0.889	-0.833	1	0
1.000	0.000	-0.056	0.056	-0.667	0.889	-1.000	-0.889	-0.833	-0.111	1	0
0.000	-0.056	0.056	-0.667	0.889	-1.000	-0.889	-0.833	-0.111	0.111	1	0
-0.056	0.056	-0.667	0.889	-1.000	-0.889	-0.833	-0.111	0.111	0.167	1	0
0.056	-0.667	0.889	-1.000	-0.889	-0.833	-0.111	0.111	0.167	0.111	0	1
-0.667	0.889	-1.000	-0.889	-0.833	-0.111	0.111	0.167	0.111	0.722	1	0
0.889	-1.000	-0.889	-0.833	-0.111	0.111	0.167	0.111	0.722	0.333	0	1
-1.000	-0.889	-0.833	-0.111	0.111	0.167	0.111	0.722	0.333	-0.722	1	0
-0.889	-0.833	-0.111	0.111	0.167	0.111	0.722	0.333	-0.722	-0.278	0	1
-0.833	-0.111	0.111	0.167	0.111	0.722	0.333	-0.722	-0.278	-0.889	1	0
-0.111	0.111	0.167	0.111	0.722	0.333	-0.722	-0.278	-0.889	0.278	0	1
0.111	0.167	0.111	0.722	0.333	-0.722	-0.278	-0.889	0.278	0.778	0	1
0.167	0.111	0.722	0.333	-0.722	-0.278	-0.889	0.278	0.778	-0.556	0	1
0.111	0.722	0.333	-0.722	-0.278	-0.889	0.278	0.778	-0.556	1.001	0	0
0.722	0.333	-0.722	-0.278	-0.889	0.278	0.778	-0.556	1.000	-0.667	1	0
0.333	-0.722	-0.278	-0.889	0.278	0.778	-0.556	1.000	-0.667	0.444	0	1
-0.722	-0.278	-0.889	0.278	0.778	-0.556	1.000	-0.667	0.444	-0.722	1	0
-0.278	-0.889	0.278	0.778	-0.556	1.000	-0.667	0.444	-0.722	-0.333	1	0
-0.889	0.278	0.778	-0.556	1.000	-0.667	0.444	-0.722	-0.333	-0.056	1	0
0.278	0.778	-0.556	1.000	-0.667	0.444	-0.722	-0.333	-0.056	0.444	1	0
0.778	-0.556	1.000	-0.667	0.444	-0.722	-0.333	-0.056	0.444	0.444	1	0
-0.556	1.000	-0.667	0.444	-0.722	-0.333	-0.056	0.444	0.444	-0.333	0	1
1.000	-0.667	0.444	-0.722	-0.333	-0.056	0.444	0.444	-0.333	0.833	0	1
-0.667	0.444	-0.722	-0.333	-0.056	0.444	0.444	-0.333	0.833	-1.000	1	0
0.444	-0.722	-0.333	-0.056	0.444	0.444	-0.333	0.833	-1.000	0.444	0	1
-0.722	-0.333	-0.056	0.444	0.444	-0.333	0.833	-1.000	0.444	-0.944	1	0
-0.333	-0.056	0.444	0.444	-0.333	0.833	-1.000	0.444	-0.944	-0.056	0	1
-0.056	0.444	0.444	-0.333	0.833	-1.000	0.444	-0.944	-0.056	0.556	0	1
0.444	0.444	-0.333	0.833	-1.000	0.444	-0.944	-0.056	0.556	-0.667	0	1
0.444	-0.333	0.833	-1.000	0.444	-0.944	-0.056	0.556	-0.667	-0.944	1	0
-0.333	0.833	-1.000	0.444	-0.944	-0.056	0.556	-0.667	-0.944	0.167	1	0
0.833	-1.000	0.444	-0.944	-0.056	0.556	-0.667	-0.944	0.167	-0.111	1	0
-1.000	0.444	-0.944	-0.056	0.556	-0.667	-0.944	0.167	-0.111	-0.056	0	1
0.444	-0.944	-0.056	0.556	-0.667	-0.944	0.167	-0.111	-0.056	-0.611	0	1
-0.944	-0.056	0.556	-0.667	-0.944	0.167	-0.111	-0.056	-0.611	0.889	1	0
-0.056	0.556	-0.667	-0.944	0.167	-0.111	-0.056	-0.611	0.889	0.111	1	0
0.556	-0.667	-0.944	0.167	-0.111	-0.056	-0.611	0.889	0.111	0.444	1	0
-0.667	-0.944	0.167	-0.111	-0.056	-0.611	0.889	0.111	0.444	0.333	0	1
-0.944	0.167	-0.111	-0.056	-0.611	0.889	0.111	0.444	0.333	-0.556	0	1
0.167	-0.111	-0.056	-0.611	0.889	0.111	0.444	0.333	-0.556	0.833	1	0
-0.111	-0.056	-0.611	0.889	0.111	0.444	0.333	-0.556	0.833	0.278	1	0
-0.056	-0.611	0.889	0.111	0.444	0.333	-0.556	0.833	0.278	-0.500	1	0
-0.611	0.889	0.111	0.444	0.333	-0.556	0.833	0.278	-0.500	0.056	0	1
0.889	0.111	0.444	0.333	-0.556	0.833	0.278	-0.500	0.056	0.833	0	1
0.111	0.444	0.333	-0.556	0.833	0.278	-0.500	0.056	0.833	-0.556	1	0
0.444	0.333	-0.556	0.833	0.278	-0.500	0.056	0.833	-0.556	0.222	1	0
0.333	-0.556	0.833	0.278	-0.500	0.056	0.833	-0.556	0.222	0.167	1	0
-0.556	0.833	0.278	-0.500	0.056	0.833	-0.556	0.222	0.167	-0.333	0	1
0.833	0.278	-0.500	0.056	0.833	-0.556	0.222	0.167	-0.333	-0.556	1	0
0.278	-0.500	0.056	0.833	-0.556	0.222	0.167	-0.333	-0.556	0.111	1	0
-0.500	0.056	0.833	-0.556	0.222	0.167	-0.333	-0.556	0.111	-0.056	0	1
0.056	0.833	-0.556	0.222	0.167	-0.333	-0.556	0.111	-0.056	0.833	0	1
0.833	-0.556	0.222	0.167	-0.333	-0.556	0.111	-0.056	0.833	-0.667	0	1
-0.556	0.222	0.167	-0.333	-0.556	0.111	-0.056	0.833	-0.667	0.722	0	1
